date,headline,newspaper,classification,brexit
12-5-2015,Great British Sell-Off: TV star Mary Berry whipping up a fortune with £800k house for sale,Express,Brexit,Other
12-5-2015,England squash stars suffer disastrous day at British Open,Express,Brexit,Other
13-5-2015,British teenage jihadi brides on the run after 'fleeing ISIS militant husbands',Express,Brexit,Other
13-5-2015,Thomas Cook 'breached its duty of care' over deaths of British children in Corfu hotel,Express,Brexit,Other
13-5-2015,EXCLUSIVE: UK at greater risk of terror attack because EU states ‘don’t trust each other’,Express,Brexit,Other
13-5-2015,Lizard usually found in Asia discovered wandering the streets of British village,Express,Brexit,Other
13-5-2015,Hands off our nature laws: Conservationists fear EU will water down protection,Express,Brexit,Other
13-5-2015,British Jihadi bride schoolgirls could be banned from coming back to UK,Express,Brexit,Other
13-5-2015,Victims of success? Accomplished British women biggest alcohol abusers in WORLD,Express,Brexit,Other
13-5-2015,Ed Balls is a loser who has no place in British politics,Express,Brexit,Other
13-5-2015,Mary Berry confirms The Great British Bake Off will return for a SIXTH series,Express,Brexit,Other
13-5-2015,Nick Matthew downs flying Frenchman Gregoire Marche to reach Allam British Open quarters,Express,Brexit,Other
14-5-2015,RAF jets scrambled as Russian planes head towards British airspace,Express,Brexit,Other
14-5-2015,'Sort out EU vote NOW' urges Bank of England boss Mark Carney,Express,Brexit,Other
14-5-2015,Twin British jihadi brides believed to fleeing ISIS claim they are safe and in Syria,Express,Brexit,Other
14-5-2015,British IT worker fighting against ISIS reveals he's been shot – but will stay in Syria ,Express,Brexit,Other
14-5-2015,Meet the world's 'oldest' sisters: British siblings have combined age of almost 400,Express,Brexit,Other
14-5-2015,Battering the opposition: Fish and chips voted best British dish,Express,Brexit,Other
14-5-2015,Coronation Street's Anne Kirkbride to get posthumous honour at British Soap Awards 2015,Express,Brexit,Other
14-5-2015,Kym Marsh and Dan Hooper's ex Stephanie Waring 'to be kept apart at British Soap Awards' ,Express,Brexit,Other
14-5-2015,Premium British thirst for beers boosts SABMiller,Express,Brexit,Other
15-5-2015,Tories are 'waving white flag' over EU promise: MP threatens to scrap treaty change plans,Express,Brexit,Other
15-5-2015,"Nigel Farage: New Ukip leader would be a 'massive, massive mistake' so close to EU vote",Express,Brexit,Other
15-5-2015,So much for summer: Funnel cloud that can turn into TORNADO appears in British skies,Express,Brexit,Other
15-5-2015,Millions of British OAPs face dying lonely amid warning of ‘invisible’ threat to elderly,Express,Brexit,Other
15-5-2015,British Soap Awards 2015: Nominations list in full,Express,Brexit,Other
15-5-2015,Laura Massaro overcomes Nouran Gohar to progress into Allam British Open quarters ,Express,Brexit,Other
15-5-2015,"Immigration is dragging down British wages, says STEPHEN POLLARD",Express,Brexit,Other
15-5-2015,British businesses call for Tories to urgently sort EU vote to prevent economic harm,Express,Brexit,Other
16-5-2015,British Soap Awards 2015: Leading ladies dazzle on red carpet before scooping gongs,Express,Brexit,Other
16-5-2015,British Soap Awards 2015: Catherine Tyldesley shows off post-baby body in yellow frock,Express,Brexit,Other
16-5-2015,Back on? Kym Marsh teases fans by still flaunting engagement ring at British Soap Awards,Express,Brexit,Other
16-5-2015,Heavily-pregnant Rebecca Adlington cradles baby bump on British Soap Awards red carpet ,Express,Brexit,Other
16-5-2015,Nick Matthew and Laura Massaro reach Allam British Open semi-finals,Express,Brexit,Other
16-5-2015,Hull of a fightback takes Laura Massaro into British Open final,Express,Brexit,Other
17-5-2015,Immigrants should have no say on UK's EU future says Tory old guard,Express,Brexit,Immigration
17-5-2015,Taliban suicide bomb kills British security worker at Afghanistan airport,Express,Brexit,Other
17-5-2015,British Soap Awards 2015: EastEnders sweeps the board with EIGHT gongs,Express,Brexit,Other
17-5-2015,British diplomats given cold shoulder by Europeans over David Cameron's election win,Express,Brexit,Other
17-5-2015,British Bank fines to pass £10billion barriers,Express,Brexit,Other
17-5-2015,British Olympic gold medalist James DeGale 'obsessed' with becoming world champion,Express,Brexit,Other
17-5-2015,British Soap Awards 2015: Anne Kirkbride's on-screen and real life husbands pay tribute,Express,Brexit,Other
17-5-2015,"Return to British values, says Nick Ferrari",Express,Brexit,Other
17-5-2015,Talking Pictures TV founder Sarah Cronin-Stanley on the reborn of Classic British film ,Express,Brexit,Other
17-5-2015,Camille Serme beats Laura Massaro to take British Open,Express,Brexit,Other
18-5-2015,"Britain should QUIT the EU for the good of business, say chiefs of leading UK manufacturer",Express,Brexit,Other
18-5-2015,"Ukip war is OVER: 'People's Army' must be ready to lead EU referendum battle, vows MP",Express,Brexit,Other
18-5-2015,"British jihadist dubbed 'White Widow' responsible for 400 murders, claim spy bosses",Express,Brexit,Other
18-5-2015,British women targeted by perverts taking 'up-skirt shots' to put on £130m porn site ,Express,Brexit,Other
18-5-2015,Tragedy as British woman dies in Thai hotel pool just hours into 'trip of a lifetime',Express,Brexit,Other
18-5-2015,Islamic State jihadists are being smuggled into EU in Mediterranean boats,Express,Brexit,Other
18-5-2015,American Queen Steamboat Company’s UK boss says British interest in Mississippi is up,Express,Brexit,Other
18-5-2015,British Airways flight BA343 declares 'mid-air emergency' on way from Nice to Heathrow,Express,Brexit,Other
19-5-2015,Now the EU is giving even MORE foreign aid to African nations...and its going to cost us,Express,Brexit,Other
19-5-2015,Have you been eating GOAT? UK meat industry rocked as bosses admit to faking British lamb,Express,Brexit,Other
19-5-2015,British school gets SIRI-ous on smartwatches as it BANS all wearable tech in exams,Express,Brexit,Other
19-5-2015,Search for the British Jaws: Great White sharks 'hunting ground' off UK coast,Express,Brexit,Other
19-5-2015,Cameron told curbing free movement while remaining in the EU is highly unlikely,Express,Brexit,Other
19-5-2015,"My racist ordeal in US, by British Olympic star’s wife",Express,Brexit,Other
19-5-2015,PICTURED: British man killed in 'cowardly' Taliban bombing in Afghanistan,Express,Brexit,Other
19-5-2015,Scandal-hit Deutsche Bank could quit Britain over EU referendum,Express,Brexit,Other
20-5-2015,Married British woman dies just days after flying to India to meet toyboy lover,Express,Brexit,Other
20-5-2015,REVEALED: The elderly British asylum seeker who 'sold secret location of Bin Laden to US',Express,Brexit,Immigration
20-5-2015,"UK has 3,560 EU crooks languishing in our jails .. but don’t worry we’ve sent back 19",Express,Brexit,Other
20-5-2015,Bridget Jones's Victorian Diary: British Library publishes 19th century guide for girls,Express,Brexit,Other
20-5-2015,Greek Government warns 'moment of truth' looms and it WILL go bankrupt without EU loan,Express,Brexit,Other
20-5-2015,British drivers some of most adventurous in the world ,Express,Brexit,Other
21-5-2015,Oh dear Mr Cameron: Surge in EU migrants to UK pushes immigration levels to RECORD HIGH,Express,Brexit,Immigration
21-5-2015,Yes THIS was caught off the coast of CORNWALL: Monster shark captured in British waters,Express,Brexit,Other
21-5-2015,Airbus threatens to PULL OUT of Britain if we leave EU amid war of words in City world,Express,Brexit,Other
21-5-2015,Five British students rushed to hospital after 'taking fake cannabis in university halls',Express,Brexit,Other
21-5-2015,British Muslim cab-driver guilty of making terrorist bombs in Iraq which killed US soldier,Express,Brexit,Other
21-5-2015,Formula One boss Bernie Ecclestone fights British taxman's over £1bn of family fortune,Express,Brexit,Other
21-5-2015,Prostate cancer: British team create genetic map to unlock secrets of killer disease,Express,Brexit,Other
21-5-2015,British Soap Awards 2015: Watch EastEnders star Kellie Bright pick up Best Actress gong,Express,Brexit,Other
21-5-2015,Germany's feud with Greece grows as two leaders MOVED AWAY from each other at EU dinner,Express,Brexit,Other
22-5-2015,PM rallies 'Team Cameron' for EU reform - but he's told NO treaty change by Brussels chief,Express,Brexit,Other
22-5-2015,Police foil British schoolgirl's plot to join ISIS – just DAYS before her flight to Syria,Express,Brexit,Other
22-5-2015,Politicians launch desperate bid to keep Britain in EU – but they don't even live here,Express,Brexit,Other
22-5-2015,David Cameron: We WILL win back EU powers but it won't be quick or easy,Express,Brexit,Other
22-5-2015,Could the EU be putting lives at risk with plans to allow cancer-causing chemicals?,Express,Brexit,Other
22-5-2015,British war veterans remember comrades lost during the Dunkirk WW2 evacuations,Express,Brexit,Other
23-5-2015,"Nigel Farage SHOULDN'T front the EU referendum campaign, blasts UKIP MP Carswell",Express,Brexit,Other
23-5-2015,"War hero, 98, among British veterans gathering in Dunkirk to mark WW2 rescue",Express,Brexit,Other
23-5-2015,Bank of England SECRETLY researching EU referendum 'over fears it could cause new crash',Express,Brexit,Other
23-5-2015,5-year-old British child given SHOTGUN license,Express,Brexit,Other
24-5-2015,Dannatt: Time to consider British 'boots on the ground' against ISIS,Express,Brexit,Other
24-5-2015,Harman: Labour WON'T oppose EU Referendum bill,Express,Brexit,Other
24-5-2015,British history quiz,Express,Brexit,Other
24-5-2015,Western jihadist warns British extremists: Don't join terror groups,Express,Brexit,Other
24-5-2015,Vote on EU membership has to be free and fair,Express,Brexit,Other
24-5-2015,"UK referendum on EU membership by 2017, says Cameron",Express,Brexit,Other
25-5-2015,'Tens of thousands' of GIANT JELLYFISH swarm off British coast,Express,Brexit,Other
25-5-2015,British grandmother dies in Cyprus after being stranded on mountainside for four days,Express,Brexit,Other
25-5-2015,'Fat-shamed' British man gets revenge on trolls – with 'life-changing' star-studded party ,Express,Brexit,Other
25-5-2015,Malta drownings: British victims were partners in Birmingham dental practice,Express,Brexit,Other
25-5-2015,Labour bid to 'hijack' EU referendum by demanding votes for 16-year-olds ,Express,Brexit,Other
25-5-2015,"‘Sort it out!' Theresa May must iron out Brexit 'mess', blasts French professor",Express,Brexit,Other
25-5-2015,British No2 Johanna Konta exits French Open after late rally against Denisa Allertova,Express,Brexit,Other
26-5-2015,France and Germany make SECRET pact to freeze out Cameron and RULE OUT EU treaty change,Express,Brexit,Other
26-5-2015,Scared British truckers AVOID Calais as desperate migrants become violent,Express,Brexit,Immigration
26-5-2015,Family of British dad who killed himself at Dignitas tell of 'all consuming grief',Express,Brexit,Other
26-5-2015,Britain's foreign aid bill has grown faster than ANY other EU country – thanks to Cameron ,Express,Brexit,Other
26-5-2015,White South Africans 'fearing for their lives' ask EU for right to 'return',Express,Brexit,Other
26-5-2015,"Cameron's attempts at EU reforms will FAIL, warns UKIP's Suzanne Evans",Express,Brexit,Other
26-5-2015,Music night to raise money to bring back body of British holidaymaker who died in Cambodia,Express,Brexit,Other
26-5-2015,Dina Asher-Smith: I want to be FIRST British woman to break 11-second barrier,Express,Brexit,Other
26-5-2015,Michael Gambon to star as British Prime Minister in Winston Churchill drama,Express,Brexit,Other
26-5-2015,Leading light Plessey and a British electronics revolution,Express,Brexit,Other
27-5-2015,Fury at French and German plot to TAX Britain: Grubby EU tax rate threatens UK jobs,Express,Brexit,Other
27-5-2015,David Cameron: We have a mandate from British people to deliver plans in Queen's Speech,Express,Brexit,Other
27-5-2015,Government plans to block porn websites could breach EU law,Express,Brexit,Other
